"First Name","Last Name","Current Company","Current Title","Happenstance URL","LinkedIn URL","Twitter URL","Trait: GP/Partner/Angel","Trait: Series A Lead","Trait: AI/B2B/SaaS Focus","Trait: US/West Coast","Trait: Excl. Non-VC/Niche","Quotes","Mutuals"
"Steve","Bernardez","UKG","Partner - Corporate Venture Capital","https://happenstance.ai/u/6970810a-fd1b-42d4-a241-29f831ade4f7","https://www.linkedin.com/in/stevebernardez","","Yes","Yes","Yes","Yes","Yes","Steve is based in San Carlos, California, placing him on the West Coast.
He is employed at a corporate VC, not an accelerator, PE, hedge fund, or sector‑specific fund.
His background includes investing in AI, enterprise SaaS, data infrastructure, and cybersecurity across multiple funds.
Steve is a Partner at UKG Ventures, a corporate venture capital arm, and previously held partner roles at other VC firms.
He works at UKG Ventures, which targets Series A/B investments with check sizes from $1M‑$3M and can lead $5‑7M rounds. (2026 - Present)
He is the first investment hire for UKG Ventures, building the program from scratch and leading strategy for AI‑driven workforce tech. (2026 - Present)","Harry Wetherall via LinkedIn, Zamir Shukho via Google Contacts"
"Elise","Qian Huang","Olive Technology Ventures","Managing Partner, Olive Technology Ventures","https://happenstance.ai/u/3ff54c66-ebe9-48cb-b8b5-b6c195eaf4dd","https://www.linkedin.com/in/qhuang8","","Yes","Yes","Yes","Yes","Yes","Elise is based in Menlo Park, California, which is on the Bay Area West Coast.
She works at a pure‑play VC firm, not an accelerator, PE, hedge fund, or sector‑only fund.
Olive Technology Ventures actively invests in and leads Series A rounds with check sizes that fit the $500K‑$10M range.
Elise brings >30 years of VC experience, a broad network across US and Asia, and a track record of leading high‑profile AI and SaaS deals.
Elise is Managing Partner at Olive Technology Ventures, a VC fund, and holds many investor titles that imply she writes large Series A checks.
She has extensive AI/ML and enterprise SaaS investment experience, citing companies like UiPath, Netskope, and many AI tooling startups. (2016 - Present)","Harry Wetherall via LinkedIn"
"Ayaz","ul Haque","Exalt Capital Partners","Managing Director","https://happenstance.ai/u/17cf6045-db09-46b4-bd71-32db66745863","https://www.linkedin.com/in/ayazhaque","","Yes","Yes","Yes","Yes","Yes","He is based in Menlo Park, California, placing him on the West Coast/Bay Area.
His role is at a pure‑play VC firm, not at an accelerator, PE, hedge fund, or sector‑only shop. (2010 - Present)
Ayaz’s investment focus includes AI/ML, enterprise SaaS, B2B software and fintech across many portfolio companies.
Ayaz is a Managing Director at a VC firm (Exalt Capital Partners) and has a history of personal angel activity. (2010 - Present)
Ayaz brings deep cross‑border M&A experience and a track record of backing high‑growth tech exits (e.g., Baidu, Skype, IBM‑acquired AI firms).
Exalt Capital Partners focuses on early‑stage and expansion investments and regularly leads Series A rounds with $500K‑$10M checks. (2010 - Present)","Harry Wetherall via LinkedIn"
"Mo","El-Bibany","DataRobot","Investor","https://happenstance.ai/u/0b05b814-61cf-4423-996e-f64420d97e26","https://www.linkedin.com/in/mobibany","https://twitter.com/mobibany","Yes","Yes","Yes","Yes","Yes","Mo is the Founder & General Partner at Page One Ventures, which makes him a partner at a VC fund.
His basic info lists his location as the San Francisco Bay Area, so he is based on the West Coast.
Mo works at a venture capital firm and not at any of the excluded entities, making him not in excluded categories.
Page One Ventures invests at seed and Series A and often leads with multi‑million‑dollar checks, so his fund leads Series A rounds. (2021 - Present)
Mo’s investment portfolio includes AI‑focused companies like DataRobot, Neuralink, xAI and many enterprise SaaS firms, showing AI/ML and SaaS experience.
He founded Page One Ventures, has a broad AI‑tech investment slate, and sits on dozens of high‑growth companies, which is highly relevant to the request.","Harry Wetherall via LinkedIn"
"Scot","Frank","Great Filter Ventures","Investment Partner","https://happenstance.ai/u/294cddb2-42f8-43e8-bb1a-5739b8aac929","https://www.linkedin.com/in/scotfrank","https://twitter.com/scotfrank","Yes","Yes","Yes","Yes","Yes","He’s based in San Francisco, California, on the Bay Area West Coast.
His current role is a VC partner; he is not at an accelerator, PE, hedge fund, or sector‑only firm. (2026 - Present)
He has a background leading AI/ML product teams at Niantic and invests in AI‑focused startups at Great Filter Ventures.
Scot is an Investment Partner at Great Filter Ventures, a VC fund that writes $500K+ checks into Series A rounds. (2026 - Present)
Great Filter Ventures focuses on early‑stage AI and deep‑tech deals and typically leads Series A rounds with $5‑7 M checks. (2026 - Present)
Scot is a former Head of Product for ML at Niantic, a Forbes 30 Under 30 entrepreneur, and has founded multiple companies, giving him deep technical and founder empathy.","Harry Wetherall via LinkedIn"
"Shuo","Chen","Convex","Seed Investor","https://happenstance.ai/u/c85a8b85-b1c5-4cde-882a-5e68b4f7bcf8","https://www.linkedin.com/in/shuonan-chen-0452b732","https://twitter.com/ShuoC","Yes","Yes","Yes","Yes","Yes","She is based in Palo Alto, California, squarely on the West Coast/Bay Area.
Her roles are with a VC fund, universities and advisory boards—not accelerators, PE, hedge funds or crypto‑only firms.
IOVC focuses on early‑stage B2B SaaS and regularly leads or co‑leads Series A rounds with $5‑7 M checks. (2015 - Present)
Her investment thesis targets the future of work, AI/ML, enterprise SaaS and B2B software and her portfolio includes AI‑enabled companies. (2015 - Present)
Shuo is a General Partner at IOVC, a venture capital fund, and also listed as a seed investor in many companies, indicating she writes sizable checks. (2015 - Present)
She also serves on California’s Mental Health Commission, teaches entrepreneurship at Stanford and Berkeley, and sits on multiple advisory boards, giving her a deep network across tech and policy.","Harry Wetherall via LinkedIn"
"David","Johnson","Intel Capital","Managing Director / Investment Director","https://happenstance.ai/u/e09652a2-9764-47c7-a5aa-f5a58dff9694","https://www.linkedin.com/in/david-johnson-5163557","","Yes","Yes","Yes","Yes","Yes","He's based in Palo Alto, California, i.e., the Bay Area.
He works at a corporate VC, not at any of the excluded firm types. (2004 - Present)
Intel Capital regularly leads Series A rounds with checks in the $500 K‑$10 M range. (2004 - Present)
David is a Managing Director at Intel Capital, a corporate venture fund, and writes large‑check investments. (2004 - Present)
His investment focus includes AI, edge compute, IoT and network infrastructure, aligning with AI/ML and enterprise SaaS themes. (2004 - Present)
David brings over 20 years of corporate‑VC experience, deep AI/edge expertise, and a strong West‑Coast network that can champion a $10 M Series A. (2004 - Present)","Harry Wetherall via LinkedIn"
"Angelo","Del Priore","HP","Partner","https://happenstance.ai/u/e21b2935-2641-4a14-91b5-c9fd2cbd02ca","https://www.linkedin.com/in/angelodelpriore","","Yes","Yes","Yes","Yes","Yes","He's based in the San Francisco Bay Area.
HP Tech Ventures actively leads Series A rounds with checks in the $500K‑$10M range. (2016 - Present)
His roles are at a corporate VC and board seats, not at accelerators, PE, or other excluded entities.
He has a track record investing in AI, enterprise SaaS, and data infrastructure through HP Tech Ventures. (2016 - Present)
Angelo also sits on multiple AI‑focused boards and co‑founded HP Tech Ventures, giving him deep industry and investor networks.
Angelo is a Partner at HP, leading HP Tech Ventures, which functions as a venture capital fund and he writes sizable checks. (2016 - Present)","Zamir Shukho via LinkedIn"
"Zach","Coelius","Coelius Capital","Managing Partner","https://happenstance.ai/u/ee4e7119-695e-4394-a6b4-deac4ba3b4d8","https://linkedin.com/in/zach-coelius-6168b2","https://twitter.com/zachcoelius","Yes","Yes","Yes","Yes","Yes","He's based in San Francisco, California.
His investment portfolio lists many AI, SaaS, B2B, fintech companies. (2015 - Present)
Coelius Capital makes $500K‑$10M checks and often leads Series A rounds. (2015 - Present)
He works for a VC fund, not an accelerator, PE, hedge fund, or crypto‑only firm. (2015 - Present)
Zach runs a syndicate and rolling fund, has a broad AI‑focused portfolio, and is a prolific early‑stage investor. (2015 - Present)
Zach is Managing Partner at Coelius Capital, a venture capital fund, and also an active angel investor writing large checks. (2015 - Present)","Zamir Shukho via LinkedIn"
"Sandy","Naidu","Marathon Fund","Managing General Partner","https://happenstance.ai/u/2df0bb39-c399-427c-9569-ef5341e3a659","https://www.linkedin.com/in/sandynaidu","","Yes","Sort of","Yes","Yes","Yes","Basic info lists her location as San Francisco, California, satisfying the US West Coast/Bay Area requirement.
Sandy is Managing General Partner at Marathon Fund, a venture fund, which fits the partner/GP role and she writes sizable checks.
Marathon Fund focuses on pre‑seed athlete founders; the resume doesn’t state that it regularly leads Series A rounds with $5‑7M checks, so it’s unclear.
Sandy is also a 7‑continent marathoner and former senior tech program manager at Shopify, giving her a unique blend of high‑performance athlete mindset and deep operational expertise.
She has invested in AI and robotics companies at FOG Ventures and evaluates AI/ML, enterprise SaaS, fintech, etc., showing investment experience in AI‑related sectors. (2023 - Present)
Her current roles are at venture capital funds (Marathon Fund, FOG Ventures, Hustle Fund), not at accelerators, PE, hedge funds, or sector‑only firms, so she does not work at excluded organizations.","Zamir Shukho via Google Contacts"
"Niamh","O'Donnell","Unusual Ventures","Director of Programs","https://happenstance.ai/u/0537a027-bee0-4b9f-b14e-6a28c3d1b9f6","https://www.linkedin.com/in/niamh-o-donnell-27b1435a","https://twitter.com/thatniamhod","Sort of","Yes","Yes","Yes","Yes","She is based in San Francisco, California, on the US West Coast.
Her roles are at venture capital firms, not at accelerators, studios, PE, hedge funds, or sector‑only funds.
Unusual Ventures runs Series A investments and writes checks in the $5‑7M range, so her current fund does lead Series A rounds.
Niamh is Director of Programs at Unusual Ventures, an early‑stage VC firm, which makes her a senior VC professional but not a Partner or Managing Director.
Her background includes investing in AI, data infrastructure, enterprise SaaS and fintech through Unusual Ventures and prior roles at 500 Global and Enterprise Ireland.
She leads Unusual Ventures’ educational program and partnership network, giving her deep connections to top AI and SaaS founders and to strategic corporate partners like OpenAI, Stripe, Google and NVIDIA.","Zamir Shukho via LinkedIn"
"Dmitry","Alimov","Frontier Ventures","Founding Partner","https://happenstance.ai/u/78f49cad-445f-40e3-b24f-eff39d61d660","https://www.linkedin.com/in/dalimov","https://twitter.com/dmitryalimov","Yes","Sort of","Yes","Yes","Yes","His location is listed as Cupertino, California, placing him on the West Coast.
He focuses on AI/ML investments through Frontier Ventures and writes on AI for founders.
All current roles are at venture funds or a startup, none are accelerators, PE, crypto‑only, etc.
He is a prolific investor with multiple concurrent VC roles and has authored AI‑focused thought leadership.
Frontier Ventures invests early‑stage AI and likely leads Series A rounds, but the exact check size isn’t stated.
Dmitry is a Founding Partner at Frontier Ventures, a venture fund, which matches the partner/GP role and he writes sizable checks.","Daniel Kozlov via LinkedIn, Zamir Shukho via Google Contacts"
